subdomain,domain,tld,path_rest,url_length,path_rest_length,num_spcs_chars,domain_entropy,domain_age,created_year,updated_year,expires_year,country_code
com,www.hsmr2.com,com,lang/symy.php,27,13,0,3.0269868333592873,,,,,
br,www.amfdesigner.com.br,br,whmcs/wp-include/css/acc13/,50,27,0,3.7544418457133446,,,,,
org,paypal.com.ca.cgi.bin.webscr.cmd.koe8dlltfckixtm5qwwr9sjbdtut5qqok4xxmlytgczuyr6zwqo88.sierraspf.org,org,5d80a13c0db1f8e263663d3faee8d0b7e678a25d883d0fa7/5d9a40a3d09d140f18fc1438e9f5ed99/HomePageSignOnNoFlash.php?Home.Version,221,120,0,4.706817660374168,,,,,
org,paypal.com.ca.cgi.bin.webscr.cmd.koe8dlltfckixtm5qwwr9sjbdtut5qqok4xxmlytgczuyr6zwqo88.sierraspf.org,org,5d80a13c0db1f8e263663d3faee8d0b7e678a25d883d0fa7/5d9a40a3d09d140f18fc1438e9f5ed99/,183,82,0,4.706817660374168,,,,,
com,pages.ebay.co.uk.betroop.com,com,vero/index.html,44,15,0,3.651478922893309,65.0,2023,2023,2024,US
com,pages.ebay.co.uk.betroop.com,com,help/policies/index.html,53,24,0,3.651478922893309,65.0,2023,2023,2024,US
com,tinyurl.com,com,hi3eijewmxdny3tghdesxnhhd38uje,42,30,0,3.459431618637298,7847.0,2002,2022,2029,US
com,u03jkmnsyuu3njehysa7dunj3nnsd.vacau.com,com,Kijiji-Canada/SignIn.php,64,24,0,3.945945014823082,4916.0,2010,2022,2024,US
br,www.amfdesigner.com.br,br,whmcs/wp-include/css/acc14/,50,27,0,3.7544418457133446,,,,,
com,capsoftnm.com,com,login/571c1c7ebaca7b8c2163cffed9c1c857/,53,39,0,3.238901256602631,,,,,
com,www.jamphotoblog.com,com,.paypal-verification/new1/dc6c031727007fd700fd7434ce43eba1/272afd376f908e02cbd1320241292354/,113,92,0,3.484183719779189,4309.0,2011,2022,2023,US
in,paypal.com.us.login-account.php.bin-cgi.webscr.member.confrime29402l5a4ca0176fcea75d8df98dc17f0d25aca0176fcea7.webskaindia.org.in,in,confirm.php?lo=ma&amp;uid=898475212/ca0176fcea75d8df98dc17vi/,191,61,0,4.701600323338819,,,,,
cl,neofitness.cl,cl,contact_us/new1/bd4a080687316159c33ef8b7e82fd054/e923e12618821eb85d10780e69aeecdd/,96,82,0,3.238901256602631,1021.0,2020,,2023,
com,darelkamarcatering.com,com,resolution/?cmd=_login-run,49,26,0,3.6069367321753205,,,,,
com,dotstersupporteam.com,com,webscr/?cmd=_login-submit&dispatch=5885d80a13c0db1f8e263663d3faee8d0b7e678a25d883,103,81,0,3.463280517810811,5429.0,2008,2022,2023,US
com,www.abainstitut.com,com,images/,27,7,0,3.43162356584743,,,,,
com,soundproofingrus.com,com,tmp/Cielo/,31,10,0,3.5219280948873624,6137.0,2006,2021,2023,GB
com,www.qmsintegration.com,com,media/credicard/index.php,48,25,0,3.697845823084412,4841.0,2010,2023,2024,NG
com,capsoftnm.com,com,login/5eed3c0a4b484001987e87ba19baa86f/information.htm?cmd=_login-run&dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efcd8,159,145,0,3.238901256602631,,,,,
com,bo-scott.com,com,logs/sample/index.html,35,22,0,2.8553885422075336,4674.0,2010,2022,2023,US
br,www.amfdesigner.com.br,br,whmcs/wp-include/css/acc12/,50,27,0,3.7544418457133446,,,,,
com,qmsintegration.com,com,media/credicard/index.php,44,25,0,3.6143694458867563,4841.0,2010,2023,2024,NG
com,www.soundproofingrus.com,com,tmp/Cielo/,35,10,0,3.636842188131012,6137.0,2006,2021,2023,GB
com,service-paypal.com.cgi-bin-webscr-cmd-login-run-dispatch-5885d80a13c0db1.f8e263663d3faee8db02a0.37e263542f5809841081.7df7a5e2694f7ea5.85cf6d3c8be43.c0d65b9a0.9f26e93a5.e87c1f693.a062c055.baghujeans.com,com,your-account.php,218,16,0,4.750318032805596,,,,,
com,www.paypal.com.cgi-bin-webscr-cmd-login-submit-dispatch-5885d80a13c0db1.f8e263663d3faee8db02a0.37e263542f5809841081.b66ba33c73d1f6a.9a3d47242b071efa8.7c3d1f6a85.0acfdd2fbb.9a3d4724.3c6ea5f.a0932f665.equidadglbt.com,com,your-account/updating/uptodate/index.php,255,40,0,4.715390045025769,,,,,
br,www.amfdesigner.com.br,br,whmcs/wp-include/css/,44,21,0,3.7544418457133446,,,,,
br,www.amfdesigner.com.br,br,whmcs/wp-include/css/acc1/,49,26,0,3.7544418457133446,,,,,
com,www.alysgriffiths.com,com,wp-includes/js/jcrop/HongLeongsecure/index.htm,68,46,0,3.7849418274376423,5815.0,2007,2023,2023,GB
gr,www.efrem.gr,gr,out/news/nbhyavwc/bhbaa/384d84d858439384d84d85353844d853535353843ae3ae091d0d3faee8d938/tgpoa.htm?594ce688ca2ac6b400dddf1f7b66253c594ce688ca2ac6b400dddf1f7b66253c,174,161,0,2.688721875540867,,,,,
com,capsoftnm.com,com,login/422dba493d2213bb6de9427cbeb2807c/,53,39,0,3.238901256602631,,,,,
com,capsoftnm.com,com,login/61f86ff0536ea013982824654022e0db/,53,39,0,3.238901256602631,,,,,
com,capsoftnm.com,com,login/,20,6,0,3.238901256602631,,,,,
com,capsoftnm.com,com,login/d4ec40cf7274f1a5cd0dba4bc4317e9d/,53,39,0,3.238901256602631,,,,,
tk,getlindens.tk,tk,,14,0,0,3.238901256602631,,,,,
com,santoorschool.com,com,.paypal--verification/index.html,50,32,0,3.1692486956952335,891.0,2021,2023,2024,US
gr,paypal.com.cgi-bin-webscr.stegiagapis.gr,gr,secured-webscr/34c0ab3f0dbdc6580953acb405484556/,89,48,0,3.965311532225101,,,,,
com,dadinthebox.com,com,old_aol.1.3/?Lis=10&amp;amp;Login&amp;amp;amp;LigertID=1993745&amp;amp;us=1,91,75,0,3.640223928941852,5885.0,2007,2023,2025,US
com?wefergeg,c713cf13.whackyvidz.com?wefergeg,com?wefergeg,,32,0,0,4.226409765557392,6465.0,2005,2022,2023,US
com,laxerboyd1.my3gb.com,com,,21,0,0,3.821928094887362,5855.0,2007,2023,2024,IS
tk,runescape-forums-secure-lohinphp-forums-8534729b82vgfjd7.tk,tk,,60,0,0,4.664434524261377,,,,,
com,verionnea.com,com,paypal.fr/service/update/account/Fr/512a0bf4832012e81f9a1d240f3a78a6/512a0bf4832012e81f9a1d232012e81f9a1d240f3a78a6/updatepay/login.php,149,135,0,3.238901256602631,,,,,
com,pcd406046.netvigator.com,com,eyeos/auth.html,40,15,0,4.001629167387823,10026.0,1996,2022,2025,HK
com,samirgaja.my3gb.com,com,,20,0,0,3.536886723742166,5855.0,2007,2023,2024,IS
tk,runescape-forums-secure-forumsp-loginx-83483745h58v.tk,tk,,55,0,0,4.474898326630807,,,,,
