tld,country_code,url_length,path_rest_length,num_spcs_chars,domain_entropy,domain_age,created_year,updated_year,expires_year,word_count,tld_in_path_rest,Label
ru,-1,55,44,0,3.12,-1,-1,-1,-1,5,0,bad
com,-1,165,146,0,3.24,-1,-1,-1,-1,3,1,bad
info,-1,52,35,0,3.08,-1,-1,-1,-1,3,2,bad
me,US,35,22,0,3.25,1138,2020,2023,2024,2,0,bad
com,-1,238,17,0,4.25,-1,-1,-1,-1,3,0,bad
au,-1,103,90,0,2.86,-1,-1,2023,-1,2,1,bad
au,-1,102,89,0,2.86,-1,-1,2023,-1,2,1,bad
com,US,19,0,0,3.46,1417,2019,2020,2024,1,0,bad
org,US,28,11,0,3.45,7839,2002,2023,2024,1,0,bad
com,-1,68,39,0,3.78,-1,-1,-1,-1,1,1,bad
org,-1,28,2,0,3.54,-1,-1,-1,-1,0,0,bad
net,-1,176,50,0,4.14,-1,-1,-1,-1,6,0,bad
net,-1,164,38,0,4.14,-1,-1,-1,-1,5,0,bad
in,BG,17,0,0,3.34,593,2021,2022,2023,1,0,bad
pt,BG,49,32,1,3.62,-1,2021,2022,2023,0,0,bad
ly,US,13,6,0,2.58,5542,2008,2022,2032,1,0,bad
com,US,89,73,0,2.97,9440,1997,2019,2028,3,1,bad
tk,-1,50,9,0,3.72,-1,-1,-1,-1,4,0,bad
org,IS,58,35,0,3.39,5887,2007,2023,2024,2,1,bad
ly,US,13,6,0,2.58,5542,2008,2022,2032,1,0,bad
com,-1,56,34,0,3.5,-1,-1,-1,-1,0,0,bad
at,AT,52,30,0,3.33,-1,-1,2018,-1,1,0,bad
org,US,75,60,0,3.04,874,2021,2023,2025,3,1,bad
org,US,65,50,0,3.04,874,2021,2023,2025,3,0,bad
com,US,249,126,0,4.72,170,2023,2023,2024,13,0,bad
ru,-1,61,48,0,3.08,4735,2010,-1,2023,2,1,bad
ru,-1,60,47,0,3.08,4735,2010,-1,2023,2,0,bad
ru,-1,51,38,0,3.08,4735,2010,-1,2023,2,0,bad
com,-1,85,44,0,3.73,-1,-1,-1,-1,8,1,bad
org,-1,44,31,0,2.86,-1,-1,-1,-1,2,0,bad
com,US,41,17,0,3.58,5173,2009,2022,2024,1,0,bad
net,CN,30,6,0,3.97,5287,2009,2022,2025,1,0,bad
com,CN,83,61,1,3.69,-1,2009,2022,2025,2,1,bad
au,-1,79,57,0,3.56,-1,-1,2021,-1,5,0,bad
au,-1,57,41,0,3.01,-1,-1,2021,-1,2,0,bad
au,-1,54,38,0,3.01,-1,-1,2021,-1,1,0,bad
net,MY,66,43,0,3.17,8772,1999,2016,2024,1,1,bad
net,MY,45,22,0,3.17,8772,1999,2016,2024,1,0,bad
com,CA,82,48,0,3.9,5736,2007,2022,2023,1,1,bad
com,US,48,36,0,3.1,3523,2013,2018,2028,2,1,bad
zw,-1,48,38,0,2.73,19559,1970,2001,-1,0,2,bad
com,-1,71,50,0,3.58,-1,-1,-1,-1,0,0,bad
br,-1,23,6,0,3.08,7423,2003,2023,2033,1,0,bad
com,-1,35,10,0,3.74,-1,-1,-1,-1,0,0,bad
com,GB,54,34,0,3.54,6973,2004,2023,2025,1,0,bad
com,-1,62,25,0,3.85,-1,-1,-1,-1,4,1,bad
gr,-1,29,9,0,3.33,-1,-1,-1,-1,0,0,bad
ru,-1,36,15,0,3.92,6770,2005,-1,2024,1,0,bad
ru,-1,30,9,0,3.92,6770,2005,-1,2024,1,0,bad
com,AU,149,19,0,4.57,4917,2010,2023,2024,8,0,bad
ro,-1,26,8,0,3.29,8136,2001,-1,2026,0,0,bad
ru,-1,42,29,0,2.86,-1,-1,-1,-1,2,2,bad
net,FR,31,13,0,3.18,1415,2019,2022,2023,0,0,bad
com,-1,77,65,0,3.28,-1,-1,-1,-1,3,2,bad
uk,-1,28,11,0,3.45,-1,-1,-1,-1,1,0,bad
uk,-1,27,10,0,3.45,-1,-1,-1,-1,1,0,bad
org,-1,172,150,0,3.43,-1,-1,-1,-1,6,0,bad
net,-1,30,8,0,3.59,-1,-1,-1,-1,0,0,bad
ru,-1,52,33,0,3.42,-1,-1,-1,-1,1,1,bad
kz,KZ,36,21,0,3.18,451,2022,-1,-1,2,0,bad
co,US,12,7,0,2,4834,2010,2023,2024,0,0,bad
co,US,12,7,0,2,4834,2010,2023,2024,0,0,bad
com,-1,14,0,0,3.39,-1,-1,-1,-1,0,0,bad
ly,US,13,6,0,2.58,5542,2008,2022,2032,1,0,bad
co,US,36,20,0,3.01,235,2022,2023,2023,2,0,bad
com,-1,146,128,0,3.29,-1,-1,-1,-1,2,3,bad
com,PY,14,3,0,2.72,5175,2009,2023,2025,0,0,bad
ly,US,13,6,0,2.58,5542,2008,2022,2032,1,0,bad
com,-1,21,0,0,3.14,-1,-1,-1,-1,0,0,bad
com,US,43,22,0,3.55,7220,2003,2017,2026,1,0,bad
br,-1,31,8,0,3.24,-1,-1,-1,-1,1,0,bad
eu,-1,60,50,0,2.95,-1,-1,-1,-1,2,1,bad
com,US,162,0,0,4.64,3489,2013,2023,2023,3,0,bad
br,-1,181,52,0,4.59,-1,-1,-1,-1,12,0,bad
com,US,165,147,1,3.38,4392,2011,2023,2024,6,1,bad
su,-1,33,26,0,2.25,3396,2014,-1,2024,1,0,bad
com,-1,62,25,0,3.9,-1,-1,-1,-1,4,1,bad
com,-1,87,39,1,4.54,-1,-1,-1,-1,4,1,bad
biz,US,58,39,1,3.46,2536,2016,2023,2024,4,1,bad
com,-1,38,21,0,3.2,-1,-1,-1,-1,1,2,bad
tr,-1,86,15,0,4.26,7590,2002,-1,2024,4,0,bad
com,US,195,171,0,3.62,5058,2009,2021,2026,3,0,bad
com,-1,61,40,0,3.88,-1,-1,-1,-1,3,1,bad
in,-1,230,219,0,3.12,-1,-1,-1,-1,3,0,bad
com,-1,61,44,0,3.58,-1,-1,-1,-1,3,0,bad
org,-1,93,80,0,3.25,-1,-1,-1,-1,5,0,bad
com,US,123,0,0,4.72,170,2023,2023,2024,9,0,bad
org,-1,70,57,0,3.25,-1,-1,-1,-1,1,0,bad
org,-1,70,57,0,3.25,-1,-1,-1,-1,1,0,bad
org,-1,62,49,0,3.25,-1,-1,-1,-1,1,0,bad
com,US,156,33,0,4.72,170,2023,2023,2024,9,0,bad
com,IS,54,36,0,3.45,1192,2020,2023,2024,2,3,bad
co,US,112,75,0,4.22,9144,1998,2022,2023,2,0,bad
pl,-1,44,34,0,3.17,-1,-1,-1,-1,1,1,bad
com,US,15,4,0,3.32,5829,2007,2022,2023,1,0,bad
com,-1,65,43,0,3.33,-1,-1,-1,-1,2,0,bad
com,-1,31,16,0,2.99,440,2022,2023,2023,1,0,bad
com,-1,118,99,0,3.35,-1,-1,-1,-1,4,2,bad
np,-1,106,83,2,3.91,-1,-1,-1,-1,5,0,bad
com,GB,33,14,0,3.57,4469,2011,2023,2024,1,0,bad
com,-1,23,6,0,3.28,-1,-1,-1,-1,1,0,bad
com,US,37,17,0,3.51,5776,2007,2022,2027,0,0,bad
com,CA,131,105,0,3.56,4494,2011,2023,2024,5,1,bad
com,CA,121,95,0,3.56,4494,2011,2023,2024,4,1,bad
np,CA,109,86,2,3.91,-1,2011,2023,2024,5,0,bad
com,-1,69,43,0,3.51,-1,-1,-1,-1,1,1,bad
ru,-1,50,6,0,3.98,-1,-1,-1,-1,0,0,bad
tr,-1,24,9,0,2.99,9623,1997,-1,2025,0,1,bad
com,US,52,31,0,3.68,6842,2004,2018,2023,2,0,bad
eu,-1,60,50,0,2.95,-1,-1,-1,-1,2,1,bad
com,US,126,0,0,4.74,170,2023,2023,2024,9,0,bad
com,-1,86,73,0,3.25,-1,-1,-1,-1,2,1,bad
com,-1,62,49,0,3.25,-1,-1,-1,-1,2,1,bad
com,US,16,5,0,3.32,5829,2007,2022,2023,1,0,bad
com,US,44,25,0,3.61,97,2023,2023,2024,2,0,bad
net,-1,48,21,0,3.84,-1,-1,-1,-1,3,0,bad
tw,-1,43,19,0,3.43,-1,-1,-1,-1,1,0,bad
my,-1,47,21,1,3.59,-1,-1,-1,-1,2,0,bad
net,-1,101,79,0,3.88,-1,-1,-1,-1,2,0,bad
com,-1,45,27,0,3.85,-1,-1,-1,-1,0,0,bad
cl,-1,40,30,0,2.73,-1,-1,-1,-1,2,1,bad
org,IT,66,44,0,3.69,5110,2009,2022,2023,1,1,bad
com,US,100,84,0,2.97,9440,1997,2019,2028,3,1,bad
com,-1,65,37,0,3.91,-1,-1,-1,-1,2,0,bad
com,-1,184,169,0,3.38,-1,-1,-1,-1,8,0,bad
com,-1,184,169,0,3.38,-1,-1,-1,-1,8,0,bad
com,-1,184,169,0,3.38,-1,-1,-1,-1,8,0,bad
it,-1,106,87,0,3.2,-1,-1,-1,-1,3,0,bad
com,-1,90,76,0,3.39,-1,-1,-1,-1,5,0,bad
com,-1,82,68,0,3.39,-1,-1,-1,-1,5,0,bad
ru,-1,51,41,0,3.17,-1,-1,-1,-1,2,0,bad
com,-1,88,74,0,3.39,-1,-1,-1,-1,6,0,bad
com,-1,88,74,0,3.39,-1,-1,-1,-1,6,0,bad
com,-1,120,106,0,3.39,-1,-1,-1,-1,6,0,bad
com,-1,96,82,0,3.39,-1,-1,-1,-1,6,0,bad
com,-1,88,69,0,3.31,-1,-1,-1,-1,2,2,bad
com,-1,59,45,0,3.39,-1,-1,-1,-1,1,0,bad
com,-1,95,81,0,3.39,-1,-1,-1,-1,1,0,bad
com,-1,71,57,0,3.39,-1,-1,-1,-1,1,0,bad
com,-1,102,88,0,3.39,-1,-1,-1,-1,5,0,bad
com,-1,63,49,0,3.39,-1,-1,-1,-1,1,0,bad
com,-1,59,45,0,3.39,-1,-1,-1,-1,1,0,bad
cl,-1,62,45,0,3.16,158,2023,-1,2024,2,1,bad
com,US,32,0,0,3.74,104,2023,2023,2024,0,0,bad
com,NG,22,7,0,3.38,9260,1998,2023,2024,1,0,bad
au,-1,222,193,0,3.61,-1,-1,-1,-1,5,4,bad
com,CN,108,7,0,4.63,261,2022,2022,2023,6,0,bad
net,US,41,24,1,3.25,9430,1997,2022,2023,1,0,bad
ca,-1,59,38,0,3.1,5284,2009,2023,2024,2,0,bad
ch,-1,51,36,0,2.99,-1,-1,-1,-1,1,0,bad
com,CN,258,247,0,2.92,721,2021,2022,2023,9,1,bad
br,-1,34,0,0,3.92,6373,2006,2023,2025,0,0,bad
com,-1,37,16,0,3.55,-1,-1,-1,-1,1,1,bad
vn,-1,56,30,0,3.97,19559,1970,2001,-1,4,0,bad
com,US,46,30,0,3.19,541,2022,2023,2024,3,0,bad
vn,-1,64,38,0,3.97,19559,1970,2001,-1,3,0,bad
com,US,52,35,0,3.62,5988,2007,2018,2028,4,1,bad
com,-1,193,171,0,3.63,-1,-1,-1,-1,3,0,bad
net,-1,149,128,0,3.58,-1,-1,-1,-1,5,0,bad
com,US,45,20,0,3.57,89,2023,2023,2024,2,1,bad
co,US,84,47,0,4.22,9144,1998,2022,2023,2,0,bad
lk,-1,41,0,0,3.86,-1,-1,-1,-1,2,0,bad
it,GB,221,211,0,2.95,32,2023,2023,2024,9,1,bad
cd,CG,37,17,0,3.58,917,2021,2023,2024,1,0,bad
com,-1,85,44,0,3.78,-1,-1,-1,-1,8,1,bad
ru,-1,63,50,0,3.02,6893,2004,-1,2023,3,2,bad
org,-1,28,5,0,3.52,-1,-1,-1,-1,2,0,bad
com,-1,61,37,0,3.24,-1,-1,-1,-1,2,0,bad
ru,-1,209,195,0,3.03,5377,2008,-1,2023,5,0,bad
com,-1,47,31,0,3.46,-1,-1,-1,-1,1,1,bad
com,US,55,42,0,3.42,8065,2001,2023,2024,4,0,bad
com,US,57,44,0,3.42,8065,2001,2023,2024,4,0,bad
com,US,136,112,0,3.68,4285,2011,2023,2024,4,1,bad
com,-1,143,31,0,4.52,-1,-1,-1,-1,10,0,bad
com,-1,178,7,0,4.32,-1,-1,-1,-1,4,0,bad
com,RE,126,0,0,4.79,1494,2019,2023,2024,4,0,bad
com,-1,470,235,0,4.26,-1,-1,-1,-1,7,1,bad
com,-1,97,79,0,3.34,-1,-1,-1,-1,4,3,bad
com,US,61,43,0,3.34,1807,2018,2022,2023,1,1,bad
br,US,142,119,1,3.7,-1,2018,2022,2023,4,0,bad
org,IS,27,10,0,3.45,6714,2005,2023,2024,1,0,bad
org,IS,28,11,0,3.45,6714,2005,2023,2024,1,0,bad
ua,-1,58,36,0,3.62,861,2021,2023,2023,2,0,bad
com,US,52,38,0,3.18,7256,2003,2022,2023,4,1,bad
com,-1,212,185,0,3.61,-1,-1,-1,-1,4,0,bad
com,US,46,33,0,3.42,8065,2001,2023,2024,3,0,bad
com,-1,56,36,0,3.47,-1,-1,-1,-1,1,2,bad
in,-1,71,49,0,3.5,-1,-1,-1,-1,4,2,bad
de,-1,36,22,0,2.87,-1,-1,2021,-1,0,2,good
com,CA,50,29,0,3.58,8489,2000,2020,2024,1,1,good
com,NL,67,48,0,3.42,8667,1999,2022,2027,0,0,good
com,US,43,28,0,3.09,9927,1996,2020,2025,0,1,good
org,US,40,27,0,3.02,9634,1997,2021,2030,0,0,good
net,US,35,21,0,3.03,8571,2000,2022,2024,0,0,good
com,US,44,22,0,3.52,7665,2002,2022,2032,0,0,good
jp,-1,28,10,1,3.1,-1,-1,-1,-1,0,0,good
org,CA,59,35,0,3.76,9774,1996,2023,2029,0,0,good
com,US,34,17,0,3.33,10559,1994,2023,2024,0,0,good
org,US,42,18,0,3.73,9305,1998,2021,2026,0,0,good
com,US,76,63,0,2.92,7540,2002,2018,2023,4,1,good
com,CA,43,20,0,3.79,10390,1995,2023,2024,0,0,good
in,-1,70,48,0,3.5,-1,-1,-1,-1,4,1,bad
com,US,94,84,0,2.95,9128,1998,2023,2024,11,1,bad
hk,-1,173,163,0,2.73,-1,-1,-1,-1,6,2,bad
com,US,79,63,0,2.97,9440,1997,2019,2028,3,0,bad
com,US,19,7,0,3.46,7845,2002,2022,2029,1,0,bad
com,US,35,17,0,3.62,5261,2009,2023,2024,2,1,bad
com,US,41,17,0,3.53,4606,2010,2022,2023,1,1,bad
cl,-1,330,219,0,4.7,-1,-1,-1,-1,8,0,bad
com,US,124,112,0,3.28,4784,2010,2023,2024,3,0,bad
ru,-1,46,23,0,3.66,6769,2005,-1,2024,1,1,bad
com,-1,76,52,0,3.59,-1,-1,-1,-1,5,0,bad
cl,-1,326,215,0,4.7,-1,-1,-1,-1,7,0,bad
ro,-1,188,174,0,3.39,-1,-1,-1,-1,3,1,bad
com,US,58,48,0,2.95,9128,1998,2023,2024,2,1,bad
nl,-1,50,34,0,3.11,708,2021,2023,-1,0,0,bad
ro,-1,192,178,0,3.39,-1,-1,-1,-1,4,1,bad
me,-1,55,33,0,3.65,-1,-1,-1,-1,2,0,bad
com,US,160,137,0,3.75,4187,2012,2023,2024,6,0,bad
net,CA,32,19,0,2.86,2182,2017,2023,2024,1,0,bad
cl,-1,330,219,0,4.7,-1,-1,-1,-1,8,0,bad
com,-1,143,115,0,3.78,-1,-1,-1,-1,1,0,bad
cl,-1,237,186,0,4.23,-1,-1,-1,-1,5,1,bad
cl,-1,237,186,0,4.23,-1,-1,-1,-1,5,1,bad
cl,-1,211,160,0,4.23,-1,-1,-1,-1,6,1,bad
ru,-1,48,23,0,3.74,6769,2005,-1,2024,1,1,bad
com,US,230,217,0,3.25,3915,2012,2020,2024,7,1,bad
com,JP,91,67,0,3.41,38,2023,2023,2024,3,1,bad
cl,-1,60,9,0,4.23,-1,-1,-1,-1,3,0,bad
cl,-1,67,16,0,4.23,-1,-1,-1,-1,4,0,bad
cl,-1,93,42,0,4.23,-1,-1,-1,-1,3,0,bad
cl,-1,65,14,0,4.23,-1,-1,-1,-1,3,0,bad
cl,-1,237,186,0,4.23,-1,-1,-1,-1,5,1,bad
tk,-1,88,68,0,3.79,-1,-1,-1,-1,8,2,bad
tk,-1,89,69,0,3.79,-1,-1,-1,-1,7,2,bad
net,-1,203,178,0,3.4,-1,-1,-1,-1,15,4,bad
com,BR,115,45,0,4.04,5048,2009,2022,2023,7,0,bad
com,BR,115,45,0,4.04,5048,2009,2022,2023,7,0,bad
com,US,78,58,0,3.37,9296,1998,2022,2024,4,2,bad
tk,-1,85,65,0,3.79,-1,-1,-1,-1,6,2,bad
com,US,65,48,0,3.2,801,2021,2023,2023,1,1,bad
com,IS,61,48,0,3.42,6614,2005,2021,2025,1,1,bad
com,US,58,48,0,2.95,1703,2018,2022,2023,1,1,bad
net,-1,183,158,0,3.4,-1,-1,-1,-1,10,4,bad
com,-1,70,48,0,3.63,-1,-1,-1,-1,1,1,bad
tk,-1,84,64,0,3.79,-1,-1,-1,-1,7,2,bad
com,US,78,58,0,3.58,4939,2010,2023,2024,3,2,bad
ms,-1,22,0,0,3.56,-1,-1,-1,-1,0,0,bad
com,NL,33,12,0,3.45,6747,2005,2022,2024,2,0,bad
com,NL,38,17,0,3.45,6747,2005,2022,2024,2,0,bad
com,US,65,8,0,4.33,6533,2005,2023,2024,2,0,bad
org,-1,50,32,0,3.57,-1,-1,-1,-1,3,1,bad
org,-1,40,22,0,3.57,-1,-1,-1,-1,3,0,bad
hu,-1,73,52,0,3.78,-1,-1,-1,-1,5,2,bad
org,-1,85,60,0,3.49,-1,-1,-1,-1,4,0,bad
org,-1,70,45,0,3.49,-1,-1,-1,-1,4,1,bad
com,-1,42,19,0,3.57,-1,-1,-1,-1,1,0,bad
com,NP,86,66,0,3.51,1265,2020,2023,2024,1,1,bad
com,-1,83,53,0,3.7,-1,-1,-1,-1,0,0,bad
